Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Blood Transfer_downgraded,Deal [sword]<d6> damage,2,attack(d); sfxdamage(target[;]d);,Life Leech,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Gem of Healing,Recover [heal]5 health at|the end of battle,1,,Revitalize,,,GREEN,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,,,attackself(-5); sfx(~_heal~);,,,,,,,,,
Gem of Healing_upgraded,Recover [heal]7 health at|the end of battle,1,,Revitalize,,,GREEN,,,,none,0,NO,NO,excludefromrandomlists,,,attackself(-7); sfx(~_heal~);,,,,,,,,,
Gem of Healing_downgraded,Recover [heal]3 health at|the end of battle,1,,Revitalize,,,GREEN,,,,none,0,NO,NO,excludefromrandomlists,,,attackself(-3); sfx(~_heal~);,,,,,,,,,
Generous Sword,Deal [sword]<d6> damage|(Enemy heals [heal]3 each turn),2,attack(d); sfxdamage(target[;]d);,Regenerous,NORMAL|FREE3,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,,,,,attack(-3); e.animate(~flashandshake~); sfx(~_heal~);,,,,,,,
Generous Sword_upgraded,Deal [sword]<d6> damage|(Enemy heals [heal]3 each turn),2,attack(d); sfxdamage(target[;]d);,Regenerous,NORMAL|FREE5,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,,attack(-3); e.animate(~flashandshake~); sfx(~_heal~);,,,,,,,
Generous Sword_downgraded,Deal [sword]<d6> damage|(Enemy heals [heal]3 each turn),2,attack(d); sfxdamage(target[;]d);,Regenerous,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,,attack(-3); e.animate(~flashandshake~); sfx(~_heal~);,,,,,,,
Ornamental Shield,Gain [shield]4 shield|Gain [thorns]1 thorn,1,inflictself(SHIELD[;]4); sfx(~_shield~); inflictself(THORNS); sfx(~_thorns~);,Spikes Shield,COUNTDOWN,9,ORANGE,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Ornamental Shield_upgraded,Gain [shield]5 shield|Gain [thorns]2 thorns,1,inflictself(SHIELD[;]5); sfx(~_shield~); inflictself(THORNS[;]2); sfx(~_thorns~);,Spikes Shield,COUNTDOWN,9,ORANGE,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Ornamental Shield_downgraded,Gain [shield]4 shield,1,inflictself(SHIELD[;]4); sfx(~_shield~);,Spikes Shield,COUNTDOWN,9,ORANGE,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Execute,Deal [sword]<d6> damage[;] double|if enemy is at [heart]<double> hp,2,if(target.hp == d*2){ attack(d*2); sfxdamage(target[;]d*2); }else{ attack(d); sfxdamage(target[;]d); };,Plasma Gun,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Execute_upgraded,Deal [sword]<d6> damage[;] triple|if enemy is at [heart]<triple> hp,2,if(target.hp == d*3){ attack(d*3); sfxdamage(target[;]d*3); }else{ attack(d); sfxdamage(target[;]d); };,Plasma Gun,NORMAL,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Execute_downgraded,Deal [sword]<d6> damage[;] double|if enemy is at [heart]<double> hp,2,if(target.hp == d*2){ attack(d*2); sfxdamage(target[;]d*2); }else{ attack(d); sfxdamage(target[;]d); };,Plasma Gun,MAX4,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Reconstructificate,Swap Scrap/Broken gadgets|and equipment for new ones,1,var swaps = []; var smallcount = 0; var bigcount = 0; for (eq in self.equipment) { if (eq.hastag(~appearsforparts~) # eq.name.indexOf(~Broken~) > -1) { swaps.push(eq.name); if (eq.size == 1) { smallcount += 1; } else { bigcount += 1; }; }; }; for (x in swaps) { removeequipment(x[;] self); }; var neweq = []; if (smallcount > 0) { for (x in 0...smallcount) { neweq.push(rand(getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (bigcount > 0) { for (x in 0...bigcount) { neweq.push(rand(getequipmentlist(null | [~large~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (neweq.length > 0) { giveequipment(neweq[;] true[;] false); }; Gadget.changegadget(self|~Broken Gadget~|rand(loadtext(~diceydungeons/encyclopedia~))|true); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Revitalize,ODD,,RED,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Reconstructificate_upgraded,Swap Scrap/Broken gadgets|and equipment for new ones,1,var swaps = []; var smallcount = 0; var bigcount = 0; for (eq in self.equipment) { if (eq.hastag(~appearsforparts~) # eq.name.indexOf(~Broken~) > -1) { swaps.push(eq.name); if (eq.size == 1) { smallcount += 1; } else { bigcount += 1; }; }; }; for (x in swaps) { removeequipment(x[;] self); }; var neweq = []; if (smallcount > 0) { for (x in 0...smallcount) { neweq.push(rand(getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (bigcount > 0) { for (x in 0...bigcount) { neweq.push(rand(getequipmentlist(null | [~large~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (neweq.length > 0) { giveequipment(neweq[;] true[;] false); }; Gadget.changegadget(self|~Broken Gadget~|rand(loadtext(~diceydungeons/encyclopedia~))|true); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Revitalize,NORMAL,,RED,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Reconstructificate_downgraded,Swap Scrap/Broken gadgets|and equipment for new ones,1,var swaps = []; var smallcount = 0; var bigcount = 0; for (eq in self.equipment) { if (eq.hastag(~appearsforparts~) # eq.name.indexOf(~Broken~) > -1) { swaps.push(eq.name); if (eq.size == 1) { smallcount += 1; } else { bigcount += 1; }; }; }; for (x in swaps) { removeequipment(x[;] self); }; var neweq = []; if (smallcount > 0) { for (x in 0...smallcount) { neweq.push(rand(getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (bigcount > 0) { for (x in 0...bigcount) { neweq.push(rand(getequipmentlist(null | [~large~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]))); }; }; if (neweq.length > 0) { giveequipment(neweq[;] true[;] false); }; Gadget.changegadget(self|~Broken Gadget~|rand(loadtext(~diceydungeons/encyclopedia~))|true); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Revitalize,REQUIRE5,,RED,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Scrap Remote,Break your gadget|(Always offered as scrap),1,Gadget.changegadget(self[;] Gadget.getcurrentgadget(self)[;] ~Broken Gadget~); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Broken Gadget,EVEN,,GRAY,change_power,change_power,,,0,YES,NO,excludefromrandomlists|appearsforparts,,,,,,,,,,,,
Scrap Remote_upgraded,Break your gadget|(Always offered as scrap),1,Gadget.changegadget(self[;] Gadget.getcurrentgadget(self)[;] ~Broken Gadget~); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Broken Gadget,NORMAL,,GRAY,,,,,0,YES,NO,excludefromrandomlists|appearsforparts,,,,,,,,,,,,
Scrap Remote_downgraded,Break your gadget|(Always offered as scrap),1,Gadget.changegadget(self[;] Gadget.getcurrentgadget(self)[;] ~Broken Gadget~); Gadget.reactivate(self[;] ALL); sfx(~upgradeequipment~);,Broken Gadget,REQUIRE6,,GRAY,,,,,0,YES,NO,excludefromrandomlists|appearsforparts,,,,,,,,,,,,
Staple Gun,Combine dice[;] excess is|converted into damage,1,if(d > 6){ attack(d-6); sfxdamage(target[;]d-6); givedice(6); }else{ givedice(d); };,Magic Spanner,MAX5|MAX5,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Staple Gun_upgraded,Combine dice[;] excess is|converted into damage,1,if(d > 6){ attack(d-6); sfxdamage(target[;]d-6); givedice(6); }else{ givedice(d); };,Magic Spanner,NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Staple Gun_downgraded,Combine dice[;] excess is|converted into damage,1,if(d > 6){ attack(d-6); sfxdamage(target[;]d-6); givedice(6); }else{ givedice(d); };,Magic Spanner,MAX3|MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Spikemail,Gain [thorns]<d6> thorns|[grey](once per battle),1,inflictself(THORNS[;]d); sfx(~_thorns~);,Pinprick,MAX4,,GREEN,change_power,change_power,,,0,YES,YES,excludefromrandomlists,,,,,,,,,,,,
Spikemail_upgraded,Gain [thorns]<d6> thorns|[grey](once per battle),1,inflictself(THORNS[;]d); sfx(~_thorns~);,Pinprick,MAX5,,GREEN,,,,,0,YES,YES,excludefromrandomlists,,,,,,,,,,,,
Spikemail_downgraded,Gain [thorns]<d6> thorns|[grey](once per battle),1,inflictself(THORNS[;]d); sfx(~_thorns~);,Pinprick,MAX2,,GREEN,,,,,0,YES,YES,excludefromrandomlists,,,,,,,,,,,,
Hairdryer,[fire]<d6> dmg + [fire]1 burn[;] twice|if enemy is [ice] frozen,1,if(getstatus(ICE) > 0){ attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~[;]~~[;]0.2); }; attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~); ,Blowtorch,MAX4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Hairdryer_upgraded,[fire]<d6> dmg + [fire]1 burn[;] twice|if enemy is [ice] frozen,1,if(getstatus(ICE) > 0){ attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~[;]~~[;]0.2); }; attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~);,Blowtorch,MAX5,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Hairdryer_downgraded,Deal [fire]<d6> damage|Inflict [fire]1 burn,1,attack(d[;]FIRE); inflict(FIRE); sfx(~_fire~);,Blowtorch,MAX4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Breath Mints,[ice]<d6> dmg + [ice]1 freeze[;] twice|if enemy is [fire] burning,1,if(getstatus(FIRE) > 0){ attack(d[;]ICE); inflict(ICE); sfx(~_ice~[;]~~[;]0.2); }; attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Refrigerator,MAX4,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Breath Mints_upgraded,[ice]<d6> dmg + [ice]1 freeze[;] twice|if enemy is [fire] burning,1,if(getstatus(FIRE) > 0){ attack(d[;]ICE); inflict(ICE); sfx(~_ice~[;]~~[;]0.2); }; attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Refrigerator,MAX5,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Breath Mints_downgraded,Deal [ice]<d6> damage|Inflict [ice]1 freeze,1,attack(d[;]ICE); inflict(ICE); sfx(~_ice~);,Refrigerator,MAX4,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Mirrorblade,[sword]<slotdoubles> damage. On double|6[;] get +1 dice this fight,2,attack(d); sfxdamage(target[;]d); if(actualdice[0].basevalue == 6 && actualdice[1].basevalue == 6){ self.extradice+=1; sfx(~magic_gaindice~); };,Infinity Mirror,DOUBLES|DOUBLES,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,if(d == 6){ self.extradice+=1; sfx(~magic_gaindice~); };
Mirrorblade_upgraded,[sword]2x<slotdoubles> damage. On double|6[;] get +1 dice this fight,2,attack(d*2); sfxdamage(target[;]d*2); if(actualdice[0].basevalue == 6 && actualdice[1].basevalue == 6){ self.extradice+=1; sfx(~magic_gaindice~); };,Infinity Mirror,DOUBLES|DOUBLES,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,if(d == 6){ self.extradice+=1; sfx(~magic_gaindice~); };
Mirrorblade_downgraded,Deal [sword]<slotdoubles> damage,2,attack(d); sfxdamage(target[;]d);,Infinity Mirror,DOUBLES|DOUBLES,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Panic Button,Gain [shield]<double> shield|Lose 1 dice this fight,1,self.extradice--; inflictself(SHIELD[;]d*2); sfx(~_shield~); sfx(~magic_gaindice~);,Barricade,MAX5,,ORANGE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Panic Button_upgraded,Gain [shield]<double> shield|Lose 1 dice this fight,1,self.extradice--; inflictself(SHIELD[;]d*2); sfx(~_shield~); sfx(~magic_gaindice~);,Barricade,NORMAL,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Panic Button_downgraded,Gain [shield]<double> shield|Lose 2 dice this fight,1,self.extradice-=2; inflictself(SHIELD[;]d*2); sfx(~_shield~); sfx(~magic_gaindice~);,Barricade,MAX5,,ORANGE,,,,none,0,YES,NO,,,,,,,,,,,,,
Necrosis,Inflict [poison]1 per 10 health|you are missing ([poison]<var:health_10>[]),1,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10)); if(self.getvar(~health_10~) > 0){ inflict(POISON[;]self.getvar(~health_10~)); sfx(~_poison~); }else{ target.textparticle(~No effect!~); };,Goop Gun,ODD,,PURPLE,change_power,change_power,,,0,NO,NO,,,,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,,,,
Necrosis_upgraded,Inflict [poison]1 per 10 health|you are missing ([poison]<var:health_10>[]),1,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10)); if(self.getvar(~health_10~) > 0){ inflict(POISON[;]self.getvar(~health_10~)); sfx(~_poison~); }else{ target.textparticle(~No effect!~); };,Goop Gun,NORMAL,,PURPLE,,,,,0,NO,NO,,,,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,,,,
Necrosis_downgraded,Inflict [poison]1 per 10 health|you are missing ([poison]<var:health_10>[]),1,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10)); if(self.getvar(~health_10~) > 0){ inflict(POISON[;]self.getvar(~health_10~)); sfx(~_poison~); }else{ target.textparticle(~No effect!~); };,Goop Gun,ODD|ODD,,PURPLE,,,,,0,NO,NO,,,,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,function divten(x[;]y){ if(y == 0){ return 0; }; if(x == 0){ return 0; }; var total = 0; var start = 0; while(start < x){ start+=y; total+=1; }; return total; }; self.setvar(~health_10~[;]divten(self.maxhp-self.hp[;]10));,,,,,
CPU Shooter,Every 3 times you calculate|each turn[;] deal [sword]3 dmg|,1,attack(3); sfxdamage(target[;]3);,Pea Gun,,,RED,change_power,change_power,,,-1,NO,NO,excludefromrandomlists|robotonly,,,,e.setvar(~rollcheck~[;] 0);,,while(e.getvar(~rollcheck~) < self.roll_totaldice){ e.setvar(~rollcheck~[;] e.getvar(~rollcheck~) + 1); if(e.getvar(~rollcheck~) % 3 == 0){ e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); }; };,,,,,,
CPU Shooter_upgraded,Every 2 times you calculate|each turn[;] deal [sword]3 dmg|,1,attack(3); sfxdamage(target[;]3);,Pea Gun,,,RED,,,,,-1,NO,NO,excludefromrandomlists|robotonly,,,,e.setvar(~rollcheck~[;] 0);,,while(e.getvar(~rollcheck~) < self.roll_totaldice){ e.setvar(~rollcheck~[;] e.getvar(~rollcheck~) + 1); if(e.getvar(~rollcheck~) % 2 == 0){ e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); }; };,,,,,,
CPU Shooter_downgraded,Every 3 times you calculate|each turn[;] deal [sword]2 dmg|,1,attack(3); sfxdamage(target[;]3);,Pea Gun,,,RED,,,,,-1,NO,NO,excludefromrandomlists|robotonly,,,,e.setvar(~rollcheck~[;] 0);,,while(e.getvar(~rollcheck~) < self.roll_totaldice){ e.setvar(~rollcheck~[;] e.getvar(~rollcheck~) + 1); if(e.getvar(~rollcheck~) % 3 == 0){ e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); }; };,,,,,,
Nanoleech,Deal [sword]<d6> damage|Drain [heart]1 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,ODD,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(1); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Nanoleech_upgraded,Deal [sword]<d6> damage|Drain [heart]1 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(1); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Nanoleech_downgraded,Deal [sword]<d6> damage|Drain [heart]1 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,REQUIRE1,,RED,,,,,0,NO,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(1); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Megaleech,Deal [sword]<d6> damage|Drain [heart]1 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,NORMAL|NORMAL,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(1); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Megaleech_upgraded,Deal [sword]<d6> damage|Drain [heart]2 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,NORMAL|NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(2); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Megaleech_downgraded,Deal [sword]<d6> damage|Drain [heart]1 health,1,attack(d); sfxdamage(target[;]d); ,Life Leech,MAX3|MAX3,,RED,,,,,0,NO,NO,,,,,,,,,,if(simulation){}else{function makespike(x|y|delay){var spike = new elements.Equipment(~MF Blank Equipment~); spike.temporary_thisturnonly  = true; self.equipment.push(spike); spike.show=true; spike.width = 400; spike.x = x; spike.y = y+200; spike.height=400; spike.script = ~drain(1); sfx(\~_drain\~);~; spike.fulldescription = ~~; spike.displayname = ~~; spike.changecolour(~RED~); spike.doequipmentaction(self|target|(self.isplayer ? 1 : -1)|[]|delay|true); spike.animate(~flashandshake~);}; makespike(e.x + (e.width)/2 - 200|e.y+(self.isplayer ? 400 : -400)|0.1);};,,,
Scrap Turret,Take [sword]1 damage each turn|(Always offered as scrap),1,attackself(1); sfx(~_magic~);,Bubble Gun,,,GREY,change_power,change_power,,,0,NO,NO,excludefromrandomlists|appearsforparts|cannotreuse,,,,,e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true);,,,,,,,
Scrap Turret_upgraded,Take [sword]2 damage each turn|(Always offered as scrap),1,attackself(2); sfx(~_magic~);,Bubble Gun,,,GREY,,,,,0,NO,NO,excludefromrandomlists|appearsforparts|cannotreuse,,,,,e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true);,,,,,,,
Scrap Turret_downgraded,No effect|(Always offered as scrap),1,,Bubble Gun,,,GREY,,,,,0,NO,NO,excludefromrandomlists|appearsforparts|cannotreuse,,,,,e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true);,,,,,,,
Blightmare,Inflict [poison]999 poison,2,inflict(POISON[;]999); sfx(~_poison~);,Goop Gun,COUNTDOWN,99,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Blightmare_upgraded,Inflict [poison]9999 poison,2,inflict(POISON[;]9999); sfx(~_poison~);,Goop Gun,COUNTDOWN,99,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Blightmare_downgraded,Inflict [poison]9 poison,2,inflict(POISON[;]9); sfx(~_poison~);,Goop Gun,COUNTDOWN,99,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Dodgy Chronometer,Take an extra turn[;] errors|on every turn after the 1st,1,inflictself(EXTRATURN); sfx(~_magic~);,Time Stop,COUNTDOWN,18,YELLOW,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,,,,if(turn > 1){ roboterror(self[;][e]); };,,,,,,,
Dodgy Chronometer_upgraded,Take an extra turn[;] errors|on every turn after the 2nd,1,inflictself(EXTRATURN); sfx(~_magic~);,Time Stop,COUNTDOWN,18,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,if(turn > 2){ roboterror(self[;][e]); };,,,,,,,
Dodgy Chronometer_downgraded,No effect[;] errors on|every turn after the 1st,1,,Time Stop,COUNTDOWN,18,YELLOW,,,,none,0,YES,NO,excludefromrandomlists,,,,,if(turn > 1){ roboterror(self[;][e]); };,,,,,,,
Cherry Bomb,Start of turn: deal [sword]5 dmg|[gray](once per battle),1,,Throwing Knife,,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,1,,,if(e.getvar(~error~) == 1){ roboterror(self[;][e]); };,if(e.getvar(~error~) != 1){ attack(5); sfxdamage(target[;]5); e.setvar(~error~[;]1); roboterror(self[;][e]); };,,,,,,,
Cherry Bomb_upgraded,Start of turn: deal [sword]8 dmg|[gray](once per battle),1,,Throwing Knife,,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,if(e.getvar(~error~) == 1){ roboterror(self[;][e]); };,if(e.getvar(~error~) != 1){ attack(8); sfxdamage(target[;]8); e.setvar(~error~[;]1); roboterror(self[;][e]); };,,,,,,,
Cherry Bomb_downgraded,Start of turn: deal [sword]1 dmg|[gray](once per battle),1,,Throwing Knife,,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,if(e.getvar(~error~) == 1){ roboterror(self[;][e]); };,if(e.getvar(~error~) != 1){ attack(1); sfxdamage(target[;]1); e.setvar(~error~[;]1); roboterror(self[;][e]); };,,,,,,,
Snail Bat,Deal [sword]<double> damage|(Unlocks after turn 4),2,attack(d*2); sfxdamage(target[;]d*2);,Whacksies,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,,,,if(turn == 3){e.availablethisturn=false; e.unavailabledetails=[~Unlocks in 1 more turn~];}else if(turn < 4){ e.availablethisturn=false; e.unavailabledetails=[~Unlocks in ~+(4-turn)+~ more turns~];}else if(turn == 4){e.availablethisturn=false; e.unavailabledetails=[~Unlocking...~];};,if(turn == 4){ e.animate(~flashandshake~); sfx(~upgradeequipment~); e.availablethisturn=true; };,,,,,,,
